Pavarde        Vardas           Galutinis(Vid)  Galutinis(Med)
Pavarde8685    Vardas8685                 6.10            6.40
Pavarde8686    Vardas8686                 3.30            3.40
Pavarde8687    Vardas8687                 6.80            6.80
Pavarde8688    Vardas8688                 3.90            4.00
Pavarde8689    Vardas8689                 5.10            4.60
Pavarde8690    Vardas8690                 4.40            4.60
Pavarde8691    Vardas8691                 5.70            5.20
Pavarde8692    Vardas8692                 7.90            7.80
Pavarde8693    Vardas8693                 4.80            4.80
Pavarde8694    Vardas8694                 4.10            4.40
Pavarde8695    Vardas8695                 8.40            8.20
Pavarde8696    Vardas8696                 9.20            9.20
Pavarde8697    Vardas8697                 4.60            4.20
Pavarde8698    Vardas8698                 7.60            7.60
Pavarde8699    Vardas8699                 5.30            5.40
Pavarde8700    Vardas8700                 5.30            5.60
Pavarde8701    Vardas8701                 4.70            4.80
Pavarde8702    Vardas8702                 8.30            8.60
Pavarde8703    Vardas8703                 8.10            8.00
Pavarde8704    Vardas8704                 1.70            1.00
Pavarde8705    Vardas8705                 7.80            7.80
Pavarde8706    Vardas8706                 6.40            6.40
Pavarde8707    Vardas8707                 5.90            6.00
Pavarde8708    Vardas8708                 6.80            6.80
Pavarde8709    Vardas8709                 2.90            3.00
Pavarde8710    Vardas8710                 2.30            2.00
Pavarde8711    Vardas8711                 5.30            5.40
Pavarde8712    Vardas8712                 5.70            6.00
Pavarde8713    Vardas8713                 7.30            7.00
Pavarde8714    Vardas8714                 6.90            7.00
Pavarde8715    Vardas8715                 4.20            4.80
Pavarde8716    Vardas8716                 7.60            7.60
Pavarde8717    Vardas8717                 8.90            9.40
Pavarde8718    Vardas8718                 3.60            3.60
Pavarde8719    Vardas8719                 3.60            4.00
Pavarde8720    Vardas8720                 5.90            5.60
Pavarde8721    Vardas8721                 7.50            7.60
Pavarde8722    Vardas8722                 7.20            6.80
Pavarde8723    Vardas8723                 8.00            7.80
Pavarde8724    Vardas8724                 8.70            8.60
Pavarde8725    Vardas8725                 6.00            5.80
Pavarde8726    Vardas8726                 4.30            4.40
Pavarde8727    Vardas8727                 5.30            5.40
Pavarde8728    Vardas8728                 4.80            5.00
Pavarde8729    Vardas8729                 7.30            7.40
Pavarde8730    Vardas8730                 7.00            6.40
Pavarde8731    Vardas8731                 4.10            4.40
Pavarde8732    Vardas8732                 7.90            7.80
Pavarde8733    Vardas8733                 2.50            2.80
Pavarde8734    Vardas8734                 3.50            3.60
Pavarde8735    Vardas8735                 6.80            6.40
Pavarde8736    Vardas8736                 4.60            5.00
Pavarde8737    Vardas8737                 5.80            5.80
Pavarde8738    Vardas8738                 5.70            6.00
Pavarde8739    Vardas8739                 5.80            5.60
Pavarde8740    Vardas8740                 5.90            5.40
Pavarde8741    Vardas8741                 6.20            6.40
Pavarde8742    Vardas8742                 3.80            4.20
Pavarde8743    Vardas8743                 7.50            8.00
Pavarde8744    Vardas8744                 8.30            8.40
Pavarde8745    Vardas8745                 8.20            8.40
Pavarde8746    Vardas8746                 2.50            2.20
Pavarde8747    Vardas8747                 6.80            6.80
Pavarde8748    Vardas8748                 6.60            7.00
Pavarde8749    Vardas8749                 3.90            3.60
Pavarde8750    Vardas8750                 6.40            5.80
Pavarde8751    Vardas8751                 6.00            6.40
Pavarde8752    Vardas8752                 5.50            5.20
Pavarde8753    Vardas8753                 4.90            4.80
Pavarde8754    Vardas8754                 7.20            7.20
Pavarde8755    Vardas8755                 5.20            5.40
Pavarde8756    Vardas8756                 7.10            7.00
Pavarde8757    Vardas8757                 4.50            4.40
Pavarde8758    Vardas8758                 7.10            7.20
Pavarde8759    Vardas8759                 5.40            5.40
Pavarde8760    Vardas8760                 3.80            3.80
Pavarde8761    Vardas8761                 8.00            8.00
Pavarde8762    Vardas8762                 3.00            2.80
Pavarde8763    Vardas8763                 3.90            4.20
Pavarde8764    Vardas8764                 8.80            9.00
Pavarde8765    Vardas8765                 7.40            7.20
Pavarde8766    Vardas8766                 7.80            8.20
Pavarde8767    Vardas8767                 4.30            4.00
Pavarde8768    Vardas8768                 3.50            3.40
Pavarde8769    Vardas8769                 7.00            6.60
Pavarde8770    Vardas8770                 6.50            6.60
Pavarde8771    Vardas8771                 5.40            5.40
Pavarde8772    Vardas8772                 2.70            2.60
Pavarde8773    Vardas8773                 2.10            2.40
Pavarde8774    Vardas8774                 6.30            6.40
Pavarde8775    Vardas8775                 4.80            4.80
Pavarde8776    Vardas8776                 3.20            3.80
Pavarde8777    Vardas8777                 9.00            8.80
Pavarde8778    Vardas8778                 8.20            8.20
Pavarde8779    Vardas8779                 1.90            1.80
Pavarde8780    Vardas8780                 6.10            6.20
Pavarde8781    Vardas8781                 7.40            7.40
Pavarde8782    Vardas8782                 4.70            4.60
Pavarde8783    Vardas8783                 8.70            8.80
Pavarde8784    Vardas8784                 4.90            5.20
Pavarde8785    Vardas8785                 5.90            5.80
Pavarde8786    Vardas8786                 3.00            3.20
Pavarde8787    Vardas8787                 5.50            5.40
Pavarde8788    Vardas8788                 5.80            5.80
Pavarde8789    Vardas8789                 7.10            7.20
Pavarde8790    Vardas8790                 4.70            4.60
Pavarde8791    Vardas8791                 5.10            5.40
Pavarde8792    Vardas8792                 5.20            5.00
Pavarde8793    Vardas8793                 2.50            2.40
Pavarde8794    Vardas8794                 7.40            7.20
Pavarde8795    Vardas8795                 5.10            5.20
Pavarde8796    Vardas8796                 7.00            7.00
Pavarde8797    Vardas8797                 3.30            3.80
Pavarde8798    Vardas8798                 2.60            2.80
Pavarde8799    Vardas8799                 5.10            5.20
Pavarde8800    Vardas8800                 7.00            7.20
Pavarde8801    Vardas8801                 2.70            2.80
Pavarde8802    Vardas8802                 5.10            5.00
Pavarde8803    Vardas8803                 8.00            7.80
Pavarde8804    Vardas8804                 2.80            3.00
Pavarde8805    Vardas8805                 7.30            7.60
Pavarde8806    Vardas8806                 6.40            6.40
Pavarde8807    Vardas8807                 6.60            6.40
Pavarde8808    Vardas8808                 6.50            6.40
Pavarde8809    Vardas8809                 6.10            6.00
Pavarde8810    Vardas8810                 7.10            6.80
Pavarde8811    Vardas8811                 3.60            3.40
Pavarde8812    Vardas8812                 2.90            2.40
Pavarde8813    Vardas8813                 7.10            7.20
Pavarde8814    Vardas8814                 5.70            5.60
Pavarde8815    Vardas8815                 7.00            7.00
Pavarde8816    Vardas8816                 3.60            4.00
Pavarde8817    Vardas8817                 8.90            8.80
Pavarde8818    Vardas8818                 6.90            6.40
Pavarde8819    Vardas8819                 5.10            5.40
Pavarde8820    Vardas8820                 8.10            7.80
Pavarde8821    Vardas8821                 3.50            3.40
Pavarde8822    Vardas8822                 6.10            6.00
Pavarde8823    Vardas8823                 3.00            3.20
Pavarde8824    Vardas8824                 6.80            6.80
Pavarde8825    Vardas8825                 6.70            7.00
Pavarde8826    Vardas8826                 3.80            3.60
Pavarde8827    Vardas8827                 2.90            2.80
Pavarde8828    Vardas8828                 4.70            4.60
Pavarde8829    Vardas8829                 6.30            6.20
Pavarde8830    Vardas8830                 1.20            1.20
Pavarde8831    Vardas8831                 7.20            6.80
Pavarde8832    Vardas8832                 4.00            3.80
Pavarde8833    Vardas8833                 3.20            3.80
Pavarde8834    Vardas8834                 5.00            5.00
Pavarde8835    Vardas8835                 4.00            3.80
Pavarde8836    Vardas8836                 6.40            6.20
Pavarde8837    Vardas8837                 6.00            6.00
Pavarde8838    Vardas8838                 7.30            7.00
Pavarde8839    Vardas8839                 2.90            3.00
Pavarde8840    Vardas8840                 2.60            2.40
Pavarde8841    Vardas8841                 3.70            3.60
Pavarde8842    Vardas8842                 9.70            9.60
Pavarde8843    Vardas8843                 3.70            3.40
Pavarde8844    Vardas8844                 8.30            8.80
Pavarde8845    Vardas8845                 2.90            2.80
Pavarde8846    Vardas8846                 7.70            7.80
Pavarde8847    Vardas8847                 5.90            5.60
Pavarde8848    Vardas8848                 2.20            2.20
Pavarde8849    Vardas8849                 2.90            3.00
Pavarde8850    Vardas8850                 7.50            7.40
Pavarde8851    Vardas8851                 7.20            6.80
Pavarde8852    Vardas8852                 5.70            6.00
Pavarde8853    Vardas8853                 6.70            6.20
Pavarde8854    Vardas8854                 7.40            7.40
Pavarde8855    Vardas8855                 6.80            6.60
Pavarde8856    Vardas8856                 4.70            4.80
Pavarde8857    Vardas8857                 9.10            9.00
Pavarde8858    Vardas8858                 5.20            5.00
Pavarde8859    Vardas8859                 5.50            5.40
Pavarde8860    Vardas8860                 7.10            7.40
Pavarde8861    Vardas8861                 3.40            3.40
Pavarde8862    Vardas8862                 5.50            5.20
Pavarde8863    Vardas8863                 3.40            3.80
Pavarde8864    Vardas8864                 5.50            6.20
Pavarde8865    Vardas8865                 3.50            3.00
Pavarde8866    Vardas8866                 6.60            6.40
Pavarde8867    Vardas8867                 2.80            2.60
Pavarde8868    Vardas8868                 3.80            3.80
Pavarde8869    Vardas8869                 6.30            6.40
Pavarde8870    Vardas8870                 7.20            7.20
Pavarde8871    Vardas8871                 6.10            6.00
Pavarde8872    Vardas8872                 4.20            4.20
Pavarde8873    Vardas8873                 5.60            5.60
Pavarde8874    Vardas8874                 3.20            3.20
Pavarde8875    Vardas8875                 3.30            3.00
Pavarde8876    Vardas8876                 3.20            3.40
Pavarde8877    Vardas8877                 4.50            4.00
Pavarde8878    Vardas8878                 3.60            3.80
Pavarde8879    Vardas8879                 6.70            6.80
Pavarde8880    Vardas8880                 7.00            7.00
Pavarde8881    Vardas8881                 2.20            2.00
Pavarde8882    Vardas8882                 2.40            2.00
Pavarde8883    Vardas8883                 8.10            8.00
Pavarde8884    Vardas8884                 3.80            4.00
Pavarde8885    Vardas8885                 5.60            5.60
Pavarde8886    Vardas8886                 5.00            5.00
Pavarde8887    Vardas8887                 8.30            8.20
Pavarde8888    Vardas8888                 3.10            2.40
Pavarde8889    Vardas8889                 6.80            6.80
Pavarde8890    Vardas8890                 4.20            4.40
Pavarde8891    Vardas8891                 7.00            7.20
Pavarde8892    Vardas8892                 6.50            6.40
Pavarde8893    Vardas8893                 3.70            3.60
Pavarde8894    Vardas8894                 1.90            1.60
Pavarde8895    Vardas8895                 4.70            4.20
Pavarde8896    Vardas8896                 8.60            8.40
Pavarde8897    Vardas8897                 4.50            4.60
Pavarde8898    Vardas8898                 8.50            8.60
Pavarde8899    Vardas8899                 6.70            7.20
Pavarde8900    Vardas8900                 3.80            3.80
Pavarde8901    Vardas8901                 4.60            4.60
Pavarde8902    Vardas8902                 7.80            8.00
Pavarde8903    Vardas8903                 7.70            7.80
Pavarde8904    Vardas8904                 6.60            6.40
Pavarde8905    Vardas8905                 6.00            6.00
Pavarde8906    Vardas8906                 7.10            6.80
Pavarde8907    Vardas8907                 3.70            3.60
Pavarde8908    Vardas8908                 3.60            3.60
Pavarde8909    Vardas8909                 7.60            7.40
Pavarde8910    Vardas8910                 7.40            7.00
Pavarde8911    Vardas8911                 7.40            7.40
Pavarde8912    Vardas8912                 3.50            3.80
Pavarde8913    Vardas8913                 5.20            4.80
Pavarde8914    Vardas8914                 4.10            4.00
Pavarde8915    Vardas8915                 4.90            4.40
Pavarde8916    Vardas8916                 4.40            4.80
Pavarde8917    Vardas8917                 4.60            4.80
Pavarde8918    Vardas8918                 5.90            6.20
Pavarde8919    Vardas8919                 5.30            5.20
Pavarde8920    Vardas8920                 9.00            9.00
Pavarde8921    Vardas8921                 3.60            3.80
Pavarde8922    Vardas8922                 3.80            4.20
Pavarde8923    Vardas8923                 8.30            8.00
Pavarde8924    Vardas8924                 3.80            3.60
Pavarde8925    Vardas8925                 4.90            4.80
Pavarde8926    Vardas8926                 3.70            4.00
Pavarde8927    Vardas8927                 5.00            5.40
Pavarde8928    Vardas8928                 4.90            5.20
Pavarde8929    Vardas8929                 4.50            4.40
Pavarde8930    Vardas8930                 3.40            3.40
Pavarde8931    Vardas8931                 6.60            6.80
Pavarde8932    Vardas8932                 2.60            2.60
Pavarde8933    Vardas8933                 5.70            5.20
Pavarde8934    Vardas8934                 2.30            2.00
Pavarde8935    Vardas8935                 6.20            6.00
Pavarde8936    Vardas8936                 7.70            8.00
Pavarde8937    Vardas8937                 4.60            5.20
Pavarde8938    Vardas8938                 2.10            2.20
Pavarde8939    Vardas8939                 4.90            5.00
Pavarde8940    Vardas8940                 4.20            4.00
Pavarde8941    Vardas8941                 7.60            7.80
Pavarde8942    Vardas8942                 3.30            3.40
Pavarde8943    Vardas8943                 5.10            5.00
Pavarde8944    Vardas8944                 4.30            4.20
Pavarde8945    Vardas8945                 3.60            4.00
Pavarde8946    Vardas8946                 7.40            7.60
Pavarde8947    Vardas8947                 6.20            6.00
Pavarde8948    Vardas8948                 5.30            5.20
Pavarde8949    Vardas8949                 2.90            2.80
Pavarde8950    Vardas8950                 6.70            7.00
Pavarde8951    Vardas8951                 3.50            3.40
Pavarde8952    Vardas8952                 3.50            3.20
Pavarde8953    Vardas8953                 5.70            5.60
Pavarde8954    Vardas8954                 4.50            4.20
Pavarde8955    Vardas8955                 5.60            5.60
Pavarde8956    Vardas8956                 8.00            7.80
Pavarde8957    Vardas8957                 6.10            6.20
Pavarde8958    Vardas8958                 4.40            4.40
Pavarde8959    Vardas8959                 2.90            3.00
Pavarde8960    Vardas8960                 5.20            5.00
Pavarde8961    Vardas8961                 4.20            3.60
Pavarde8962    Vardas8962                 4.90            5.00
Pavarde8963    Vardas8963                 8.80            8.80
Pavarde8964    Vardas8964                 7.20            7.40
Pavarde8965    Vardas8965                 5.80            6.00
Pavarde8966    Vardas8966                 3.50            3.00
Pavarde8967    Vardas8967                 8.20            7.80
Pavarde8968    Vardas8968                 5.10            5.00
Pavarde8969    Vardas8969                 5.40            5.40
Pavarde8970    Vardas8970                 6.30            6.40
Pavarde8971    Vardas8971                 6.00            5.60
Pavarde8972    Vardas8972                 8.50            8.80
Pavarde8973    Vardas8973                 8.10            8.00
Pavarde8974    Vardas8974                 5.40            5.20
Pavarde8975    Vardas8975                 8.70            8.60
Pavarde8976    Vardas8976                 4.30            4.60
Pavarde8977    Vardas8977                 3.20            2.60
Pavarde8978    Vardas8978                 6.30            6.40
Pavarde8979    Vardas8979                 7.20            7.00
Pavarde8980    Vardas8980                 5.60            5.60
Pavarde8981    Vardas8981                 7.60            7.20
Pavarde8982    Vardas8982                 3.40            3.20
Pavarde8983    Vardas8983                 5.60            6.00
Pavarde8984    Vardas8984                 3.90            4.40
Pavarde8985    Vardas8985                 4.10            4.00
Pavarde8986    Vardas8986                 5.70            5.80
Pavarde8987    Vardas8987                 6.00            6.20
Pavarde8988    Vardas8988                 3.20            3.00
Pavarde8989    Vardas8989                 8.40            8.40
Pavarde8990    Vardas8990                 7.40            7.80
Pavarde8991    Vardas8991                 6.80            6.80
Pavarde8992    Vardas8992                 3.60            3.40
Pavarde8993    Vardas8993                 7.10            7.20
Pavarde8994    Vardas8994                 6.10            6.20
Pavarde8995    Vardas8995                 6.10            6.20
Pavarde8996    Vardas8996                 3.10            3.40
Pavarde8997    Vardas8997                 2.30            2.20
Pavarde8998    Vardas8998                 3.10            2.80
Pavarde8999    Vardas8999                 5.90            6.20
Pavarde9000    Vardas9000                 5.50            5.80
Pavarde9001    Vardas9001                 7.10            6.80
Pavarde9002    Vardas9002                 5.00            5.00
Pavarde9003    Vardas9003                 5.60            5.60
Pavarde9004    Vardas9004                 5.60            5.80
Pavarde9005    Vardas9005                 3.50            3.60
Pavarde9006    Vardas9006                 3.00            3.00
Pavarde9007    Vardas9007                 5.50            5.40
Pavarde9008    Vardas9008                 4.30            4.20
Pavarde9009    Vardas9009                 4.10            3.60
Pavarde9010    Vardas9010                 2.60            2.60
Pavarde9011    Vardas9011                 4.70            4.80
Pavarde9012    Vardas9012                 5.00            4.60
Pavarde9013    Vardas9013                 7.20            7.00
Pavarde9014    Vardas9014                 3.80            4.20
Pavarde9015    Vardas9015                 7.20            7.80
Pavarde9016    Vardas9016                 8.10            8.00
Pavarde9017    Vardas9017                 3.10            3.00
Pavarde9018    Vardas9018                 8.00            7.60
Pavarde9019    Vardas9019                 6.10            5.80
Pavarde9020    Vardas9020                 8.10            8.00
Pavarde9021    Vardas9021                 9.20            9.20
Pavarde9022    Vardas9022                 6.00            6.00
Pavarde9023    Vardas9023                 5.50            5.40
Pavarde9024    Vardas9024                 3.60            3.60
Pavarde9025    Vardas9025                 5.80            5.80
Pavarde9026    Vardas9026                 2.90            2.40
Pavarde9027    Vardas9027                 4.70            4.60
Pavarde9028    Vardas9028                 3.40            3.40
Pavarde9029    Vardas9029                 6.60            6.80
Pavarde9030    Vardas9030                 5.30            5.00
Pavarde9031    Vardas9031                 8.30            8.60
Pavarde9032    Vardas9032                 6.90            7.20
Pavarde9033    Vardas9033                 3.80            3.80
Pavarde9034    Vardas9034                 8.80            9.40
Pavarde9035    Vardas9035                 2.20            2.00
Pavarde9036    Vardas9036                 3.20            3.20
Pavarde9037    Vardas9037                 5.10            5.00
Pavarde9038    Vardas9038                 8.20            8.40
Pavarde9039    Vardas9039                 1.60            1.40
Pavarde9040    Vardas9040                 3.50            3.40
Pavarde9041    Vardas9041                 4.70            4.80
Pavarde9042    Vardas9042                 4.80            5.00
Pavarde9043    Vardas9043                 6.50            6.20
Pavarde9044    Vardas9044                 5.70            5.40
Pavarde9045    Vardas9045                 3.90            4.00
Pavarde9046    Vardas9046                 5.50            5.60
Pavarde9047    Vardas9047                 5.00            5.00
Pavarde9048    Vardas9048                 6.00            5.80
Pavarde9049    Vardas9049                 4.00            4.00
Pavarde9050    Vardas9050                 4.40            5.00
Pavarde9051    Vardas9051                 7.30            7.60
Pavarde9052    Vardas9052                 6.00            5.80
Pavarde9053    Vardas9053                 4.80            4.40
Pavarde9054    Vardas9054                 6.20            6.20
Pavarde9055    Vardas9055                 3.70            3.80
Pavarde9056    Vardas9056                 6.30            6.00
Pavarde9057    Vardas9057                 4.60            4.00
Pavarde9058    Vardas9058                 4.60            4.40
Pavarde9059    Vardas9059                 3.60            3.80
Pavarde9060    Vardas9060                 2.40            2.20
Pavarde9061    Vardas9061                 9.00            9.20
Pavarde9062    Vardas9062                 7.70            7.40
Pavarde9063    Vardas9063                 6.60            6.20
Pavarde9064    Vardas9064                 8.70            9.00
Pavarde9065    Vardas9065                 5.20            5.20
Pavarde9066    Vardas9066                 8.00            8.00
Pavarde9067    Vardas9067                 4.20            4.60
Pavarde9068    Vardas9068                 4.10            3.60
Pavarde9069    Vardas9069                 7.40            7.40
Pavarde9070    Vardas9070                 4.00            3.80
Pavarde9071    Vardas9071                 2.60            2.40
Pavarde9072    Vardas9072                 8.50            8.80
Pavarde9073    Vardas9073                 5.80            5.80
Pavarde9074    Vardas9074                 9.60            9.60
Pavarde9075    Vardas9075                 5.70            5.40
Pavarde9076    Vardas9076                 7.60            7.20
Pavarde9077    Vardas9077                 7.00            7.00
Pavarde9078    Vardas9078                 5.10            5.00
Pavarde9079    Vardas9079                 4.90            5.00
Pavarde9080    Vardas9080                 3.80            4.20
Pavarde9081    Vardas9081                 7.40            7.20
Pavarde9082    Vardas9082                 7.60            8.00
Pavarde9083    Vardas9083                 4.20            4.00
Pavarde9084    Vardas9084                 3.90            4.00
Pavarde9085    Vardas9085                 4.10            3.80
Pavarde9086    Vardas9086                 3.40            3.80
Pavarde9087    Vardas9087                 7.90            8.00
Pavarde9088    Vardas9088                 3.10            3.00
Pavarde9089    Vardas9089                 7.50            7.40
Pavarde9090    Vardas9090                 2.00            1.80
Pavarde9091    Vardas9091                 6.20            5.80
Pavarde9092    Vardas9092                 4.00            4.00
Pavarde9093    Vardas9093                 1.90            2.00
Pavarde9094    Vardas9094                 6.40            6.20
Pavarde9095    Vardas9095                 7.50            7.40
Pavarde9096    Vardas9096                 3.90            3.80
Pavarde9097    Vardas9097                 6.10            5.60
Pavarde9098    Vardas9098                 7.80            7.60
Pavarde9099    Vardas9099                 8.20            8.20
Pavarde9100    Vardas9100                 1.90            1.80
Pavarde9101    Vardas9101                 3.60            3.40
Pavarde9102    Vardas9102                 3.80            3.60
Pavarde9103    Vardas9103                 5.40            5.40
Pavarde9104    Vardas9104                 6.80            6.80
Pavarde9105    Vardas9105                 4.50            4.40
Pavarde9106    Vardas9106                 6.20            6.00
Pavarde9107    Vardas9107                 5.70            5.60
Pavarde9108    Vardas9108                 3.80            3.60
Pavarde9109    Vardas9109                 4.70            4.80
Pavarde9110    Vardas9110                 3.00            3.20
Pavarde9111    Vardas9111                 2.80            2.60
Pavarde9112    Vardas9112                 6.00            6.00
Pavarde9113    Vardas9113                 3.90            4.20
Pavarde9114    Vardas9114                 7.10            6.80
Pavarde9115    Vardas9115                 5.00            4.60
Pavarde9116    Vardas9116                 3.10            2.80
Pavarde9117    Vardas9117                 4.60            4.60
Pavarde9118    Vardas9118                 3.60            3.60
Pavarde9119    Vardas9119                 3.40            3.40
Pavarde9120    Vardas9120                 5.80            5.40
Pavarde9121    Vardas9121                 4.10            3.80
Pavarde9122    Vardas9122                 8.20            8.40
Pavarde9123    Vardas9123                 4.90            4.60
Pavarde9124    Vardas9124                 5.70            5.80
Pavarde9125    Vardas9125                 5.90            6.60
Pavarde9126    Vardas9126                 6.10            5.80
Pavarde9127    Vardas9127                 4.20            4.20
Pavarde9128    Vardas9128                 7.40            7.00
Pavarde9129    Vardas9129                 5.30            5.00
Pavarde9130    Vardas9130                 3.80            3.80
Pavarde9131    Vardas9131                 7.90            8.20
Pavarde9132    Vardas9132                 7.20            7.20
Pavarde9133    Vardas9133                 8.00            8.00
Pavarde9134    Vardas9134                 6.00            5.80
Pavarde9135    Vardas9135                 4.80            4.80
Pavarde9136    Vardas9136                 5.40            5.60
Pavarde9137    Vardas9137                 5.20            5.20
Pavarde9138    Vardas9138                 7.30            7.00
Pavarde9139    Vardas9139                 6.00            6.20
Pavarde9140    Vardas9140                 8.50            9.00
Pavarde9141    Vardas9141                 6.50            6.40
Pavarde9142    Vardas9142                 6.20            6.40
Pavarde9143    Vardas9143                 4.60            5.20
Pavarde9144    Vardas9144                 3.50            3.20
Pavarde9145    Vardas9145                 4.10            4.40
Pavarde9146    Vardas9146                 4.70            4.20
Pavarde9147    Vardas9147                 7.20            7.40
Pavarde9148    Vardas9148                 5.40            5.40
Pavarde9149    Vardas9149                 6.10            6.40
Pavarde9150    Vardas9150                 6.00            6.20
Pavarde9151    Vardas9151                 3.50            3.60
Pavarde9152    Vardas9152                 4.90            5.60
Pavarde9153    Vardas9153                 7.40            7.40
Pavarde9154    Vardas9154                 4.40            4.20
Pavarde9155    Vardas9155                 3.90            4.00
Pavarde9156    Vardas9156                 3.30            3.60
Pavarde9157    Vardas9157                 3.90            4.00
Pavarde9158    Vardas9158                 8.00            8.20
Pavarde9159    Vardas9159                 3.50            3.40
Pavarde9160    Vardas9160                 2.90            2.60
Pavarde9161    Vardas9161                 3.90            3.20
Pavarde9162    Vardas9162                 6.70            7.20
Pavarde9163    Vardas9163                 5.90            5.80
Pavarde9164    Vardas9164                 8.30            8.60
Pavarde9165    Vardas9165                 6.10            5.80
Pavarde9166    Vardas9166                 5.40            5.80
Pavarde9167    Vardas9167                 4.50            4.80
Pavarde9168    Vardas9168                 6.50            6.60
Pavarde9169    Vardas9169                 3.60            3.60
Pavarde9170    Vardas9170                 6.00            6.60
Pavarde9171    Vardas9171                 4.30            4.80
Pavarde9172    Vardas9172                 6.20            6.40
Pavarde9173    Vardas9173                 5.20            5.00
Pavarde9174    Vardas9174                 4.20            4.00
Pavarde9175    Vardas9175                 8.50            8.60
Pavarde9176    Vardas9176                 1.60            1.60
Pavarde9177    Vardas9177                 6.10            6.20
Pavarde9178    Vardas9178                 8.10            8.20
Pavarde9179    Vardas9179                 7.30            7.20
Pavarde9180    Vardas9180                 8.80            8.60
Pavarde9181    Vardas9181                 7.00            7.40
Pavarde9182    Vardas9182                 5.40            5.40
Pavarde9183    Vardas9183                 4.60            4.20
Pavarde9184    Vardas9184                 2.10            2.00
Pavarde9185    Vardas9185                 7.30            7.40
Pavarde9186    Vardas9186                 3.50            3.60
Pavarde9187    Vardas9187                 8.50            8.20
Pavarde9188    Vardas9188                 2.90            3.00
Pavarde9189    Vardas9189                 7.40            7.20
Pavarde9190    Vardas9190                 7.50            7.40
Pavarde9191    Vardas9191                 5.70            5.60
Pavarde9192    Vardas9192                 7.40            7.40
Pavarde9193    Vardas9193                 7.60            7.40
Pavarde9194    Vardas9194                 5.90            6.00
Pavarde9195    Vardas9195                 2.70            2.60
Pavarde9196    Vardas9196                 6.70            6.40
Pavarde9197    Vardas9197                 6.70            7.00
Pavarde9198    Vardas9198                 5.60            5.80
Pavarde9199    Vardas9199                 8.20            8.80
Pavarde9200    Vardas9200                 5.40            5.80
Pavarde9201    Vardas9201                 2.80            2.60
Pavarde9202    Vardas9202                 6.10            5.80
Pavarde9203    Vardas9203                 2.80            2.80
Pavarde9204    Vardas9204                 6.60            6.40
Pavarde9205    Vardas9205                 6.20            5.80
Pavarde9206    Vardas9206                 8.50            8.40
Pavarde9207    Vardas9207                 3.20            3.60
Pavarde9208    Vardas9208                 8.00            7.80
Pavarde9209    Vardas9209                 2.20            2.40
Pavarde9210    Vardas9210                 7.50            7.40
Pavarde9211    Vardas9211                 4.00            4.40
Pavarde9212    Vardas9212                 5.80            5.60
Pavarde9213    Vardas9213                 2.50            2.60
Pavarde9214    Vardas9214                 7.80            7.80
Pavarde9215    Vardas9215                 2.60            2.60
Pavarde9216    Vardas9216                 4.50            4.60
Pavarde9217    Vardas9217                 6.80            6.80
Pavarde9218    Vardas9218                 4.80            4.80
Pavarde9219    Vardas9219                 4.20            3.80
Pavarde9220    Vardas9220                 5.70            5.40
Pavarde9221    Vardas9221                 6.10            6.60
Pavarde9222    Vardas9222                 5.20            5.80
Pavarde9223    Vardas9223                 7.20            7.20
Pavarde9224    Vardas9224                 2.40            2.60
Pavarde9225    Vardas9225                 5.20            5.20
Pavarde9226    Vardas9226                 2.20            1.80
Pavarde9227    Vardas9227                 5.30            4.80
Pavarde9228    Vardas9228                 7.80            7.80
Pavarde9229    Vardas9229                 8.40            8.00
Pavarde9230    Vardas9230                 6.60            6.40
Pavarde9231    Vardas9231                 3.80            3.80
Pavarde9232    Vardas9232                 6.60            6.40
Pavarde9233    Vardas9233                 4.30            4.80
Pavarde9234    Vardas9234                 7.90            7.80
Pavarde9235    Vardas9235                 8.30            8.40
Pavarde9236    Vardas9236                 8.00            8.20
Pavarde9237    Vardas9237                 4.20            3.60
Pavarde9238    Vardas9238                 9.40            9.60
Pavarde9239    Vardas9239                 5.80            6.00
Pavarde9240    Vardas9240                 2.60            2.40
Pavarde9241    Vardas9241                 4.40            4.40
Pavarde9242    Vardas9242                 5.80            5.40
Pavarde9243    Vardas9243                 7.70            7.60
Pavarde9244    Vardas9244                 6.90            7.20
Pavarde9245    Vardas9245                 8.70            9.40
Pavarde9246    Vardas9246                 2.60            2.40
Pavarde9247    Vardas9247                 7.60            7.40
Pavarde9248    Vardas9248                 3.20            3.20
Pavarde9249    Vardas9249                 5.30            5.20
Pavarde9250    Vardas9250                 5.00            5.00
Pavarde9251    Vardas9251                 6.50            6.60
Pavarde9252    Vardas9252                 7.20            7.20
Pavarde9253    Vardas9253                 1.40            1.40
Pavarde9254    Vardas9254                 3.80            4.00
Pavarde9255    Vardas9255                 5.60            5.60
Pavarde9256    Vardas9256                 7.80            7.40
Pavarde9257    Vardas9257                 4.90            5.00
Pavarde9258    Vardas9258                 5.10            4.80
Pavarde9259    Vardas9259                 3.10            3.00
Pavarde9260    Vardas9260                 5.80            5.60
Pavarde9261    Vardas9261                 8.70            9.00
Pavarde9262    Vardas9262                 5.60            5.60
Pavarde9263    Vardas9263                 5.40            5.60
Pavarde9264    Vardas9264                 9.30            9.60
Pavarde9265    Vardas9265                 3.80            3.80
Pavarde9266    Vardas9266                 8.30            8.20
